20121203,352.3692,363.1887,339.8910,349.8088,4185080
20130102,376.4340,379.0542,346.4614,358.3668,5009576
20130201,399.1041,402.9745,377.6345,377.6844,4896126
20130301,395.6122,420.4241,395.1688,397.4104,4270735
20130401,410.7454,412.2747,379.2086,396.0206,4886509
20130501,433.9833,458.5811,406.6558,410.0929,4509218
20130603,438.5412,453.7194,422.0281,434.8700,4876170
20130701,442.2175,462.2673,436.1701,441.5699,4676036
20130801,421.8687,453.1565,421.2012,445.8289,3055595
20130903,436.3196,451.3034,425.3806,425.5848,3324645
20131001,513.3658,518.8154,419.9160,438.4815,4820030
20131101,527.8166,532.0059,500.6235,513.9685,2635395
20131202,558.2625,558.4070,522.5513,529.7693,3235148
20140102,588.2800,591.0546,539.1143,555.6473,5210948
20140203,605.5552,612.1455,561.9039,587.3983,4283926
20140303,555.4450,611.2040,551.4061,601.1218,3409338
20140401,525.2180,603.1740,501.4233,557.1802,3207362
20140501,558.3571,566.2853,501.9220,525.6668,1744143
20140602,573.7049,580.8553,537.2749,559.1648,1809595
20140701,570.0350,598.0082,563.4630,576.7366,1573168
20140801,570.0350,585.7319,558.4667,568.8383,1317052
20140902,575.7792,594.8469,566.6542,570.2843,1596014
20141001,557.5493,579.4092,506.7088,574.4329,2267922
20141103,540.3465,556.3725,528.6287,553.9791,1501037
20141201,524.9587,539.9276,487.6611,537.4245,2084718
20150102,533.0565,540.6855,486.2251,527.5616,2510350
20150202,556.8711,563.1638,517.1302,530.2741,1715495
20150302,546.4996,576.3277,542.7299,558.9953,1756709
20150401,537.3400,569.5762,519.5835,547.0980,2017938
20150501,532.1100,544.1900,521.0850,538.4300,1593295
20150601,520.5100,543.7400,520.5000,536.7900,1559909
20150701,625.6100,678.6400,515.1800,524.7300,2878005
20150803,618.2500,674.9000,565.0500,625.3400,2557852
20150901,608.4200,650.9000,589.3800,602.3600,2283572
20151001,710.8100,730.0000,599.8500,608.3700,2246836
20151102,742.6000,762.7080,705.8500,711.0600,1696740
20151201,758.8800,779.9800,724.1700,747.1100,1958432
20160104,742.9500,752.0000,673.2600,743.0000,2449763
20160201,697.7700,789.8700,663.0600,750.4600,3218350
20160301,744.9500,757.8800,685.3400,703.6200,1897382
20160401,693.0100,769.9000,689.0000,738.6000,2007200
20160502,735.7200,739.7300,689.0100,697.6300,1666300
20160601,692.1000,737.2100,663.2840,734.5300,1789204
20160701,768.7900,778.5500,688.2150,692.2000,1495740
20160801,767.0500,789.7500,761.0900,761.0900,1147191
20160901,777.2900,789.8500,754.0000,769.2500,1311971
20161003,784.5400,816.6800,769.5000,774.2500,1616967
20161101,758.0400,795.6330,727.5400,782.8900,2019119
20161201,771.8200,804.3800,737.0250,757.4400,1511933
20170103,796.7900,841.9500,775.8000,778.8100,1635595
20170201,823.2100,833.4500,791.1900,799.6800,1345648
20170301,829.5600,853.5000,803.3700,828.8500,1461800
20170403,905.9600,916.8500,817.0200,829.2200,1313621
20170501,927.1300,935.9300,901.4500,901.9400,1692580
